iso,country,region,year,population,life_expectancy,gdp_cap
ISR,Israel,Western Asia,2005,6529470,80.12,26608.74466074582
ISR,Israel,Western Asia,2006,6680641,80.27,27607.23110252444
ISR,Israel,Western Asia,2007,6847148,80.59,28684.935684170985
ISR,Israel,Western Asia,2008,7020832,80.86,28990.296306762502
ISR,Israel,Western Asia,2009,7190037,81.29,28635.179485168155
ISR,Israel,Western Asia,2010,7346446,81.83,29665.364721934933
ISR,Israel,Western Asia,2011,7487095,81.9,30568.99905771197
ISR,Israel,Western Asia,2012,7614946,82.15,30644.86603056673
ISR,Israel,Western Asia,2013,7734834,82.36,31324.912725987397
ISR,Israel,Western Asia,2014,7854216,81.91,31927.184075406127
ISR,Israel,Western Asia,2015,7978496,82.62,32104.421685490597
ISR,Israel,Western Asia,2016,8108984,82.86,32742.94288902284
ISR,Israel,Western Asia,2017,8243849,82.97,33220.404692031596
ISR,Israel,Western Asia,2018,8381507,83.13,33661.01108070422
ISR,Israel,Western Asia,2019,8519373,83.28,34052.27121761191
ISR,Israel,Western Asia,2020,8655541,83.43,34427.3107827691
ITA,Italy,Southern Europe,1950,46598599,65.75,6465.001233191581
ITA,Italy,Southern Europe,1951,47009982,65.29,6902.002217316313
ITA,Italy,Southern Europe,1952,47390571,65.92,7379.991264507026
ITA,Italy,Southern Europe,1953,47737391,66.56,7864.003292513409
ITA,Italy,Southern Europe,1954,48051041,67.88,8213.994781091214
ITA,Italy,Southern Europe,1955,48335577,68.23,8632.006192871144
ITA,Italy,Southern Europe,1956,48598903,67.62,8969.996709596511
ITA,Italy,Southern Europe,1957,48852439,67.79,9449.006220549192
ITA,Italy,Southern Europe,1958,49110365,68.85,9895.996496869857
ITA,Italy,Southern Europe,1959,49388394,69.3,10437.006718623003
ITA,Italy,Southern Europe,1960,49699947,69.19,10922.00359891732
ITA,Italy,Southern Europe,1961,50052174,69.83,11779.348485442411
ITA,Italy,Southern Europe,1962,50442350,69.22,12632.599393168637
ITA,Italy,Southern Europe,1963,50856405,69.33,13453.624966216154
ITA,Italy,Southern Europe,1964,51273234,70.38,13884.710295434066
ITA,Italy,Southern Europe,1965,51677247,70.25,14107.562657120647
ITA,Italy,Southern Europe,1966,52062749,70.99,14762.800942378206
ITA,Italy,Southern Europe,1967,52433478,71.03,15730.922903874505
ITA,Italy,Southern Europe,1968,52794534,70.85,16962.551464134525
ITA,Italy,Southern Europe,1969,53154575,70.87,17841.305287456442
ITA,Italy,Southern Europe,1970,53518966,71.63,18145.529941665915
ITA,Italy,Southern Europe,1971,53888880,71.86,18391.660765634766
ITA,Italy,Southern Europe,1972,54258737,72.12,18825.90816664236
ITA,Italy,Southern Europe,1973,54619240,72.27,19921.55145329741
ITA,Italy,Southern Europe,1974,54957795,72.71,20716.806414813404
ITA,Italy,Southern Europe,1975,55265280,72.92,20168.35886835279
ITA,Italy,Southern Europe,1976,55537953,73.2,21400.50066303308
ITA,Italy,Southern Europe,1977,55777881,73.55,21956.37371021678
ITA,Italy,Southern Europe,1978,55988983,73.83,22727.864158561337
ITA,Italy,Southern Europe,1979,56177842,74.13,23989.173525035014
ITA,Italy,Southern Europe,1980,56349352,74.16,24826.72737745059
ITA,Italy,Southern Europe,1981,56505476,74.6,24949.440298494257
ITA,Italy,Southern Europe,1982,56644860,74.89,25076.591238816727
ITA,Italy,Southern Europe,1983,56765250,75.07,25367.98481465333
ITA,Italy,Southern Europe,1984,56863131,75.46,26017.561361508568
ITA,Italy,Southern Europe,1985,56936776,75.72,26761.964885402012
ITA,Italy,Southern Europe,1986,56983931,76.03,27551.275814931054
ITA,Italy,Southern Europe,1987,57007737,76.33,28438.06973078058
ITA,Italy,Southern Europe,1988,57018193,76.58,29568.281828924322
ITA,Italy,Southern Europe,1989,57028707,76.88,30451.85646590234
ITA,Italy,Southern Europe,1990,57048237,77.07,31141.891378694138
ITA,Italy,Southern Europe,1991,57088125,77.06,31599.040956416065
ITA,Italy,Southern Europe,1992,57145308,77.37,31841.10933482063
ITA,Italy,Southern Europe,1993,57197610,77.68,31550.269320693646
ITA,Italy,Southern Europe,1994,57213538,77.84,32222.44357620394
ITA,Italy,Southern Europe,1995,57174412,78.08,33152.06809647645
ITA,Italy,Southern Europe,1996,57065231,78.37,33569.12723265766
ITA,Italy,Southern Europe,1997,56903633,78.7,34167.06276029863
ITA,Italy,Southern Europe,1998,56742755,78.8,34709.276981704534
ITA,Italy,Southern Europe,1999,56655629,79.21,35244.68857278065
ITA,Italy,Southern Europe,2000,56692178,79.56,36535.90447698093
ITA,Italy,Southern Europe,2001,56875148,79.83,37162.45274649659
ITA,Italy,Southern Europe,2002,57182521,80.07,37199.30431188929
ITA,Italy,Southern Europe,2003,57564589,80.12,37090.336908337864
ITA,Italy,Southern Europe,2004,57948421,80.72,37434.15200217449
ITA,Italy,Southern Europe,2005,58281209,80.91,37604.40178926281
ITA,Italy,Southern Europe,2006,58542619,81.2,38243.7622068121
ITA,Italy,Southern Europe,2007,58747862,81.38,38611.95833816046
ITA,Italy,Southern Europe,2008,58922116,81.52,37954.16987400792
ITA,Italy,Southern Europe,2009,59105622,81.65,35710.47776132023
ITA,Italy,Southern Europe,2010,59325232,82,36201.12265216257
ITA,Italy,Southern Europe,2011,59589070,82.07,36347.2697258071
ITA,Italy,Southern Europe,2012,59879469,82.19,35227.60029819236
ITA,Italy,Southern Europe,2013,60166828,82.46,34219.85283984058
ITA,Italy,Southern Europe,2014,60409622,82.71,33945.91676140599
ITA,Italy,Southern Europe,2015,60578489,82.59,34292.5357547297
ITA,Italy,Southern Europe,2016,60663068,82.97,34735.137365620874
ITA,Italy,Southern Europe,2017,60673694,83.17,35373.155291978765
ITA,Italy,Southern Europe,2018,60627291,83.33,35739.02056748668
ITA,Italy,Southern Europe,2019,60550092,83.49,35816.460856905054
ITA,Italy,Southern Europe,2020,60461828,83.64,36084.25468049031
JAM,Jamaica,Caribbean America,1950,1402903,57.36,2582
JAM,Jamaica,Caribbean America,1951,1437066,57.87,2748
JAM,Jamaica,Caribbean America,1952,1468233,58.85,2927
JAM,Jamaica,Caribbean America,1953,1495935,59.8,3291
JAM,Jamaica,Caribbean America,1954,1520093,60.7,3616
JAM,Jamaica,Caribbean America,1955,1540957,61.56,3932
JAM,Jamaica,Caribbean America,1956,1559145,62.37,4262
JAM,Jamaica,Caribbean America,1957,1575685,63.15,4804
JAM,Jamaica,Caribbean America,1958,1591821,63.88,4784
JAM,Jamaica,Caribbean America,1959,1609016,64.57,4946
JAM,Jamaica,Caribbean America,1960,1628524,65.21,5164
JAM,Jamaica,Caribbean America,1961,1651067,65.8,5257.384196401478
JAM,Jamaica,Caribbean America,1962,1676500,66.34,5294.744427080227
JAM,Jamaica,Caribbean America,1963,1703660,66.84,5361.053962645129
JAM,Jamaica,Caribbean America,1964,1730739,67.29,5645.0537949396185
JAM,Jamaica,Caribbean America,1965,1756508,67.7,5964.822578092442
JAM,Jamaica,Caribbean America,1966,1780522,68.08,6078.7732507657865
JAM,Jamaica,Caribbean America,1967,1803324,68.43,6172.695657020036
JAM,Jamaica,Caribbean America,1968,1825873,68.76,6375.291154423117
JAM,Jamaica,Caribbean America,1969,1849658,69.07,6755.268473415085
JAM,Jamaica,Caribbean America,1970,1875637,69.36,7466.987315242768
JAM,Jamaica,Caribbean America,1971,1904281,69.8,7376.9834604241705
JAM,Jamaica,Caribbean America,1972,1935089,70.38,7480.3184132616125
JAM,Jamaica,Caribbean America,1973,1966978,70.87,8006.890698828355
JAM,Jamaica,Caribbean America,1974,1998313,71.21,7574.278973313991
JAM,Jamaica,Caribbean America,1975,2028019,71.5,7448.513233357281
JAM,Jamaica,Caribbean America,1976,2055371,71.76,6901.903127951109
JAM,Jamaica,Caribbean America,1977,2080824,71.92,6680.921171612784
JAM,Jamaica,Caribbean America,1978,2105903,72.21,6656.97938034183
JAM,Jamaica,Caribbean America,1979,2132784,72.32,6454.1018870171565
JAM,Jamaica,Caribbean America,1980,2162839,72.23,6037.669676753563
JAM,Jamaica,Caribbean America,1981,2196921,72.58,6115.28698801641
JAM,Jamaica,Caribbean America,1982,2234062,72.77,6086.578396212818
JAM,Jamaica,Caribbean America,1983,2271735,72.96,6203.847598421471
JAM,Jamaica,Caribbean America,1984,2306367,73.13,6132.4441014808135
JAM,Jamaica,Caribbean America,1985,2335510,73.29,5832.8502798104055
JAM,Jamaica,Caribbean America,1986,2358165,73.53,5916.3572900963245
JAM,Jamaica,Caribbean America,1987,2375400,73.97,6360.791846004883
JAM,Jamaica,Caribbean America,1988,2389415,74.36,6532.315670990598
JAM,Jamaica,Caribbean America,1989,2403464,74.75,6954.477699686786
JAM,Jamaica,Caribbean America,1990,2419901,75.02,7301.077246548516
JAM,Jamaica,Caribbean America,1991,2439329,75.26,7593.358194405101
JAM,Jamaica,Caribbean America,1992,2461047,74.75,7673.539539066097
JAM,Jamaica,Caribbean America,1993,2484583,74.65,8316.642750513869
JAM,Jamaica,Caribbean America,1994,2509042,74.43,8349.489247688958
JAM,Jamaica,Caribbean America,1995,2533705,74.23,8462.498445557001
JAM,Jamaica,Caribbean America,1996,2558631,74.1,8370.526844238188
JAM,Jamaica,Caribbean America,1997,2583914,74,8194.107629356085
JAM,Jamaica,Caribbean America,1998,2608874,73.91,7926.255304012382
JAM,Jamaica,Caribbean America,1999,2632677,73.69,7936.884603390389
JAM,Jamaica,Caribbean America,2000,2654698,74.01,7940.195475342205
JAM,Jamaica,Caribbean America,2001,2674706,74.18,7986.811422264727
JAM,Jamaica,Caribbean America,2002,2692843,75.02,8091.4455072204355
JAM,Jamaica,Caribbean America,2003,2709438,75.87,8336.736684138925
JAM,Jamaica,Caribbean America,2004,2725017,76.46,8398.80295755953
JAM,Jamaica,Caribbean America,2005,2740000,77.19,8427.518641240877
JAM,Jamaica,Caribbean America,2006,2754414,77.27,8626.49410727654
JAM,Jamaica,Caribbean America,2007,2768229,76.39,8706.338235384428
JAM,Jamaica,Caribbean America,2008,2781869,75.58,8593.295651233038
JAM,Jamaica,Caribbean America,2009,2795839,75,8179.584776519678
JAM,Jamaica,Caribbean America,2010,2810464,75.75,8018.400379794938
JAM,Jamaica,Caribbean America,2011,2825932,75.7,8112.12922993193
JAM,Jamaica,Caribbean America,2012,2842128,75.31,8016.283361973845
JAM,Jamaica,Caribbean America,2013,2858710,74.74,8009.952004225682
JAM,Jamaica,Caribbean America,2014,2875137,74.54,8018.99036428525
JAM,Jamaica,Caribbean America,2015,2891024,74.56,8047.090058401453
JAM,Jamaica,Caribbean America,2016,2906242,74.46,8115.476758301615
JAM,Jamaica,Caribbean America,2017,2920848,74.66,8153.886686332188
JAM,Jamaica,Caribbean America,2018,2934853,74.76,8265.62097215772
JAM,Jamaica,Caribbean America,2019,2948277,74.87,8308.150055099979
JAM,Jamaica,Caribbean America,2020,2961161,74.98,8347.917050102984
JPN,Japan,Eastern Asia,1950,82802084,59.69,3023.003623918451
JPN,Japan,Eastern Asia,1951,84316265,61.4,3345.001109809596
JPN,Japan,Eastern Asia,1952,85659438,63.46,3677.002877371201
JPN,Japan,Eastern Asia,1953,86869979,63.81,3894.003473858328
JPN,Japan,Eastern Asia,1954,87980574,65.06,4062.999179796213
JPN,Japan,Eastern Asia,1955,89018255,66.23,4360.0045855762955
JPN,Japan,Eastern Asia,1956,90004180,66.1,4638.99565553511
JPN,Japan,Eastern Asia,1957,90953812,65.97,4934.999315916522
JPN,Japan,Eastern Asia,1958,91877637,67.61,5176.0038190795
JPN,Japan,Eastern Asia,1959,92782242,68.01,5592.999143090334
JPN,Japan,Eastern Asia,1960,93673612,68.31,6273.004610946357
JPN,Japan,Eastern Asia,1961,94560714,68.97,6972.969768396631
JPN,Japan,Eastern Asia,1962,95458517,69.25,7533.209425409364
JPN,Japan,Eastern Asia,1963,96389422,70.35,8098.720625173994
JPN,Japan,Eastern Asia,1964,97379402,70.83,8959.841425191746
JPN,Japan,Eastern Asia,1965,98447007,70.88,9391.448538399954
JPN,Japan,Eastern Asia,1966,99596075,71.71,10307.333898449311
JPN,Japan,Eastern Asia,1967,100822283,72,11345.210264679286
JPN,Japan,Eastern Asia,1968,102124002,72.33,12678.018630723069
JPN,Japan,Eastern Asia,1969,103496032,72.57,14108.85008615596
JPN,Japan,Eastern Asia,1970,104929260,72.67,15460.987716867536
JPN,Japan,Eastern Asia,1971,106427102,73.12,15998.932302037127
JPN,Japan,Eastern Asia,1972,107976030,73.52,17123.05962721541
JPN,Japan,Eastern Asia,1973,109528514,73.84,18260.815626513475
JPN,Japan,Eastern Asia,1974,111022692,74.24,17818.06912050016
JPN,Japan,Eastern Asia,1975,112413362,74.71,18157.5389587583
JPN,Japan,Eastern Asia,1976,113679190,75.16,18699.37672849358
JPN,Japan,Eastern Asia,1977,114827826,75.61,19353.410034950935
JPN,Japan,Eastern Asia,1978,115879222,75.99,20212.07909041709
JPN,Japan,Eastern Asia,1979,116867356,76.32,21164.50722133219
JPN,Japan,Eastern Asia,1980,117816942,76.57,21613.78454382223
JPN,Japan,Eastern Asia,1981,118732838,76.89,22164.297967846098
JPN,Japan,Eastern Asia,1982,119605254,77.24,22711.962135041325
JPN,Japan,Eastern Asia,1983,120427643,77.49,23106.821080937374
JPN,Japan,Eastern Asia,1984,121189269,77.78,23885.695688122352
JPN,Japan,Eastern Asia,1985,121883483,78.09,24816.488055235506
JPN,Japan,Eastern Asia,1986,122509119,78.43,25408.39429267302
JPN,Japan,Eastern Asia,1987,123072720,78.73,26364.494097473427
JPN,Japan,Eastern Asia,1988,123584522,78.9,27908.83473255656
JPN,Japan,Eastern Asia,1989,124058517,79.13,29172.362265139764
JPN,Japan,Eastern Asia,1990,124505243,79.28,30582.406879042035
JPN,Japan,Eastern Asia,1991,124929764,79.44,31529.55607920623
JPN,Japan,Eastern Asia,1992,125331300,79.55,31718.17415122958
JPN,Japan,Eastern Asia,1993,125707407,79.72,31476.10864330373
JPN,Japan,Eastern Asia,1994,126053127,80.07,31680.53101927412
JPN,Japan,Eastern Asia,1995,126365486,80,32425.230414576967
JPN,Japan,Eastern Asia,1996,126644099,80.54,33345.888464965115
JPN,Japan,Eastern Asia,1997,126892745,80.85,33624.459775064366
JPN,Japan,Eastern Asia,1998,127117436,80.83,33154.853752714145
JPN,Japan,Eastern Asia,1999,127326063,80.95,33010.99477174599
JPN,Japan,Eastern Asia,2000,127524168,81.4,33871.85400025507
JPN,Japan,Eastern Asia,2001,127713824,81.71,33927.650619873384
JPN,Japan,Eastern Asia,2002,127893075,82.02,33888.777793481
JPN,Japan,Eastern Asia,2003,128058368,82.11,34333.17219847749
JPN,Japan,Eastern Asia,2004,128204183,82.3,35078.262617998975
JPN,Japan,Eastern Asia,2005,128326115,82.31,35658.135524479956
JPN,Japan,Eastern Asia,2006,128422740,82.59,36141.57430374091
JPN,Japan,Eastern Asia,2007,128494050,82.75,36697.26341414252
JPN,Japan,Eastern Asia,2008,128538644,82.9,36278.350656943294
JPN,Japan,Eastern Asia,2009,128555196,83.09,34317.63271552244
JPN,Japan,Eastern Asia,2010,128542349,83.14,35749.77457429224
JPN,Japan,Eastern Asia,2011,128498966,82.86,35774.68475505087
JPN,Japan,Eastern Asia,2012,128423571,83.43,36367.62288754609
JPN,Japan,Eastern Asia,2013,128314189,83.64,37148.580660865184
JPN,Japan,Eastern Asia,2014,128168630,83.84,37337.29540527975
JPN,Japan,Eastern Asia,2015,127985139,84.12,37834.080095814876
JPN,Japan,Eastern Asia,2016,127763267,84.16,38108.37116430343
JPN,Japan,Eastern Asia,2017,127502728,84.19,38907.402828275175
JPN,Japan,Eastern Asia,2018,127202190,84.37,39293.505874387854
JPN,Japan,Eastern Asia,2019,126860299,84.53,39739.461752332776
JPN,Japan,Eastern Asia,2020,126476458,84.66,40062.08016989217
JOR,Jordan,Western Asia,1950,481319,45.56,3422
JOR,Jordan,Western Asia,1951,536398,46.01,3488
JOR,Jordan,Western Asia,1952,576275,46.91,3551
JOR,Jordan,Western Asia,1953,609980,47.79,3614
JOR,Jordan,Western Asia,1954,644124,48.66,3677
JOR,Jordan,Western Asia,1955,682975,49.52,3344
JOR,Jordan,Western Asia,1956,728205,50.38,4402
JOR,Jordan,Western Asia,1957,779111,51.22,4330
JOR,Jordan,Western Asia,1958,832979,52.06,4568
JOR,Jordan,Western Asia,1959,885586,52.89,4706
JOR,Jordan,Western Asia,1960,933102,53.71,4794
JOR,Jordan,Western Asia,1961,973983,54.52,5489.173515348831
JOR,Jordan,Western Asia,1962,1010647,55.33,5320.097826441874
JOR,Jordan,Western Asia,1963,1050212,56.13,5344.960089010599
JOR,Jordan,Western Asia,1964,1102404,56.93,5973.923922627277
JOR,Jordan,Western Asia,1965,1173603,57.72,6337.634863748644
JOR,Jordan,Western Asia,1966,1267063,58.5,6204.81905556393
JOR,Jordan,Western Asia,1967,1378995,59.28,6008.308910474657
JOR,Jordan,Western Asia,1968,1500168,60.03,5215.633132422502
JOR,Jordan,Western Asia,1969,1617427,60.78,5372.998497613803
JOR,Jordan,Western Asia,1970,1721315,61.51,4609.382364064683
JOR,Jordan,Western Asia,1971,1809193,62.11,4520.771654544319
JOR,Jordan,Western Asia,1972,1883923,62.81,4468.917331016182
JOR,Jordan,Western Asia,1973,1948443,63.31,4500.677240237462
JOR,Jordan,Western Asia,1974,2007735,63.74,4688.837004385539
JOR,Jordan,Western Asia,1975,2065916,64.05,4798.028687032774
JOR,Jordan,Western Asia,1976,2123180,64.41,5710.002976196083
JOR,Jordan,Western Asia,1977,2179361,64.87,5826.1790070575735
JOR,Jordan,Western Asia,1978,2237936,65.21,6757.977043132601
JOR,Jordan,Western Asia,1979,2303116,65.61,7070.481321392409
JOR,Jordan,Western Asia,1980,2377997,66.07,8022.530182334124
JOR,Jordan,Western Asia,1981,2464870,66.52,8002.492730651109
JOR,Jordan,Western Asia,1982,2563525,66.8,8191.050281936006
JOR,Jordan,Western Asia,1983,2671413,67.3,7976.794427143987
JOR,Jordan,Western Asia,1984,2784457,67.97,8281.616666732509
JOR,Jordan,Western Asia,1985,2900055,68.55,8197.070131083721
JOR,Jordan,Western Asia,1986,3015294,69,8556.817967667497
JOR,Jordan,Western Asia,1987,3131800,69.62,8424.91149019733
JOR,Jordan,Western Asia,1988,3256552,70.22,7999.39262354785
JOR,Jordan,Western Asia,1989,3399333,70.7,6855.3063653958
JOR,Jordan,Western Asia,1990,3565888,71.03,6285.059396705673
JOR,Jordan,Western Asia,1991,3760493,71.22,6068.507723854293
JOR,Jordan,Western Asia,1992,3977667,71.49,6808.008880833916
JOR,Jordan,Western Asia,1993,4201559,71.41,6743.71257716481
JOR,Jordan,Western Asia,1994,4410357,71.54,6744.789065828458
JOR,Jordan,Western Asia,1995,4588842,71.61,6883.475590137991
JOR,Jordan,Western Asia,1996,4732848,71.66,6813.335711605359
JOR,Jordan,Western Asia,1997,4848536,71.91,6870.768682959145
JOR,Jordan,Western Asia,1998,4943975,72.14,6939.877412810542
JOR,Jordan,Western Asia,1999,5031754,72.41,7051.285596434166
JOR,Jordan,Western Asia,2000,5122495,72.8,7220.433740979737
JOR,Jordan,Western Asia,2001,5217328,73.06,7462.679143806945
JOR,Jordan,Western Asia,2002,5317514,73.42,7745.644240710979
JOR,Jordan,Western Asia,2003,5434036,74.05,7894.940352069806
JOR,Jordan,Western Asia,2004,5580241,74.37,8346.73690849553
JOR,Jordan,Western Asia,2005,5765639,74.63,8736.461583876478
JOR,Jordan,Western Asia,2006,5991547,75.02,9087.473446006516
JOR,Jordan,Western Asia,2007,6255290,75.85,9415.961064315165
JOR,Jordan,Western Asia,2008,6556473,76.63,9633.117567326213
JOR,Jordan,Western Asia,2009,6893258,77.19,9664.265519874636
JOR,Jordan,Western Asia,2010,7261541,77.62,9386.179044503087
JOR,Jordan,Western Asia,2011,7662858,78,9124.36553385173
JOR,Jordan,Western Asia,2012,8089963,78.36,8871.100527406616
JOR,Jordan,Western Asia,2013,8518992,78.7,8662.165070585816
JOR,Jordan,Western Asia,2014,8918822,78.87,8530.282723772265
JOR,Jordan,Western Asia,2015,9266573,79.08,8407.67967197798
JOR,Jordan,Western Asia,2016,9554286,79.2,8320.346082585344
JOR,Jordan,Western Asia,2017,9785840,79.33,8298.545892636708
JOR,Jordan,Western Asia,2018,9965322,79.45,8309.303759778159
JOR,Jordan,Western Asia,2019,10101697,79.58,8352.1230636793
JOR,Jordan,Western Asia,2020,10203140,79.72,8436.233756275029
KAZ,Kazakhstan,Central Asia,1950,6703000,55.44,6048
KAZ,Kazakhstan,Central Asia,1951,6811564,55.69,5978
KAZ,Kazakhstan,Central Asia,1952,7006641,56.18,6262
KAZ,Kazakhstan,Central Asia,1953,7269054,56.66,6430
KAZ,Kazakhstan,Central Asia,1954,7582298,57.14,6636
KAZ,Kazakhstan,Central Asia,1955,7932517,57.62,7084
KAZ,Kazakhstan,Central Asia,1956,8308594,58.09,7633
KAZ,Kazakhstan,Central Asia,1957,8702076,58.56,7660
KAZ,Kazakhstan,Central Asia,1958,9106900,59.03,8099
KAZ,Kazakhstan,Central Asia,1959,9518906,59.5,7874
KAZ,Kazakhstan,Central Asia,1960,9934564,59.97,8475
KAZ,Kazakhstan,Central Asia,1961,10349422,60.44,8804.664124044803
KAZ,Kazakhstan,Central Asia,1962,10756931,60.91,8898.208327077677
KAZ,Kazakhstan,Central Asia,1963,11147860,61.39,8567.40482738391
KAZ,Kazakhstan,Central Asia,1964,11511856,61.86,9576.822364699488
KAZ,Kazakhstan,Central Asia,1965,11841926,62.32,10032.405201653852
KAZ,Kazakhstan,Central Asia,1966,12132560,62.78,10436.873998562545
KAZ,Kazakhstan,Central Asia,1967,12385706,63.21,10820.134112661806
KAZ,Kazakhstan,Central Asia,1968,12611432,63.63,11380.150961445139
KAZ,Kazakhstan,Central Asia,1969,12824614,64.02,11470.286747031918
KAZ,Kazakhstan,Central Asia,1970,13036140,64.38,12280.475662274263
KAZ,Kazakhstan,Central Asia,1971,13250211,64.68,12525.989208775618
KAZ,Kazakhstan,Central Asia,1972,13463985,64.88,12515.016913640353
KAZ,Kazakhstan,Central Asia,1973,13673014,65.1,13482.981879489043
KAZ,Kazakhstan,Central Asia,1974,13869975,65.34,13434.054495411852
KAZ,Kazakhstan,Central Asia,1975,14050227,65.56,13385.264166906343
KAZ,Kazakhstan,Central Asia,1976,14212145,65.78,13336.621600750626
KAZ,Kazakhstan,Central Asia,1977,14359629,66,13288.156678699708
KAZ,Kazakhstan,Central Asia,1978,14499957,66.23,13239.901332121191
KAZ,Kazakhstan,Central Asia,1979,14643133,66.44,13191.78074801342
KAZ,Kazakhstan,Central Asia,1980,14796175,66.7,13143.802367841688
KAZ,Kazakhstan,Central Asia,1981,14958897,66.93,12810.971290196061
KAZ,Kazakhstan,Central Asia,1982,15128090,67.19,12490.340816322483
KAZ,Kazakhstan,Central Asia,1983,15303316,67.48,12938.241620312878
KAZ,Kazakhstan,Central Asia,1984,15483411,67.76,12731.238614023745
KAZ,Kazakhstan,Central Asia,1985,15665594,68.09,12714.551392050631
KAZ,Kazakhstan,Central Asia,1986,15852524,68.6,12740.17941874745
KAZ,Kazakhstan,Central Asia,1987,16039253,68.8,12526.767923668265
KAZ,Kazakhstan,Central Asia,1988,16205998,68.77,13472.604402394718
KAZ,Kazakhstan,Central Asia,1989,16326848,68.61,13350.341719356975
KAZ,Kazakhstan,Central Asia,1990,16383881,68.47,13050.509827311367
KAZ,Kazakhstan,Central Asia,1991,16373308,68.18,11542.56671895502
KAZ,Kazakhstan,Central Asia,1992,16302809,67.46,10938.360377036865
KAZ,Kazakhstan,Central Asia,1993,16181161,66.39,9998.170094222534
KAZ,Kazakhstan,Central Asia,1994,16022224,65.63,8866.122455908742
KAZ,Kazakhstan,Central Asia,1995,15839357,64.63,8282.975123295724
KAZ,Kazakhstan,Central Asia,1996,15631926,64.44,8451.421788972133
KAZ,Kazakhstan,Central Asia,1997,15406005,64.8,8731.919793612946
KAZ,Kazakhstan,Central Asia,1998,15190168,65.43,8715.176817004261
KAZ,Kazakhstan,Central Asia,1999,15020573,65.96,9036.139966165072
KAZ,Kazakhstan,Central Asia,2000,14922724,65.55,9951.534317729122
KAZ,Kazakhstan,Central Asia,2001,14910207,65.5,11314.26277314594
KAZ,Kazakhstan,Central Asia,2002,14976184,65.55,12422.523654890992
KAZ,Kazakhstan,Central Asia,2003,15100045,65.31,13532.211327847037
KAZ,Kazakhstan,Central Asia,2004,15250016,65.32,14728.640284705276
KAZ,Kazakhstan,Central Asia,2005,15402803,65.27,16014.292982907073
KAZ,Kazakhstan,Central Asia,2006,15551263,65.46,17541.340532920058
KAZ,Kazakhstan,Central Asia,2007,15702112,66.17,18885.230216164553
KAZ,Kazakhstan,Central Asia,2008,15862126,67.16,19272.195921278144
KAZ,Kazakhstan,Central Asia,2009,16043015,68.19,18995.868295329776
KAZ,Kazakhstan,Central Asia,2010,16252273,68.41,20096.573568509462
KAZ,Kazakhstan,Central Asia,2011,16490669,68.91,21276.941523718655
KAZ,Kazakhstan,Central Asia,2012,16751523,69.47,21986.299394986356
KAZ,Kazakhstan,Central Asia,2013,17026118,70.34,22972.41214938132
KAZ,Kazakhstan,Central Asia,2014,17302619,71.15,23587.35403004597
KAZ,Kazakhstan,Central Asia,2015,17572010,71.65,23524.05900064933
KAZ,Kazakhstan,Central Asia,2016,17830902,71.78,23446.991072016437
KAZ,Kazakhstan,Central Asia,2017,18080023,71.98,24078.56450182613
KAZ,Kazakhstan,Central Asia,2018,18319616,72.48,24738.346043934544
KAZ,Kazakhstan,Central Asia,2019,18551428,72.84,25350.339607279828
KAZ,Kazakhstan,Central Asia,2020,18776707,73.07,26002.00343968727
KEN,Kenya,Eastern Africa,1950,6076757,45.49,1496
KEN,Kenya,Eastern Africa,1951,6242107,45.71,1774
KEN,Kenya,Eastern Africa,1952,6415955,46.13,1535
KEN,Kenya,Eastern Africa,1953,6598172,46.6,1455
KEN,Kenya,Eastern Africa,1954,6788705,47.12,1580
KEN,Kenya,Eastern Africa,1955,6987658,47.7,1651
KEN,Kenya,Eastern Africa,1956,7195224,48.33,1693
KEN,Kenya,Eastern Africa,1957,7411766,49.01,1698
KEN,Kenya,Eastern Africa,1958,7637725,49.73,1666
KEN,Kenya,Eastern Africa,1959,7873623,50.48,1657
KEN,Kenya,Eastern Africa,1960,8120082,51.25,1669
KEN,Kenya,Eastern Africa,1961,8377693,52.02,1574.455400908102
KEN,Kenya,Eastern Africa,1962,8647002,52.78,1603.7150876107119
KEN,Kenya,Eastern Africa,1963,8928510,53.52,1626.830866852364
KEN,Kenya,Eastern Africa,1964,9222692,54.23,1723.9220246106017
KEN,Kenya,Eastern Africa,1965,9530163,54.92,1683.42059773794
KEN,Kenya,Eastern Africa,1966,9851453,55.6,1834.7589620536178
KEN,Kenya,Eastern Africa,1967,10187487,56.27,1861.720603029972
KEN,Kenya,Eastern Africa,1968,10539909,56.95,1926.5943032335479
KEN,Kenya,Eastern Africa,1969,10910677,57.65,1973.5198101822646
KEN,Kenya,Eastern Africa,1970,11301394,58.35,2043.4437208365623
KEN,Kenya,Eastern Africa,1971,11713046,58.69,2095.488513833208
KEN,Kenya,Eastern Africa,1972,12146070,59.09,2122.0859116570214
KEN,Kenya,Eastern Africa,1973,12600799,59.48,2147.5250112314307
KEN,Kenya,Eastern Africa,1974,13077341,59.88,2166.0562115800144
KEN,Kenya,Eastern Africa,1975,13575898,60.25,2072.488901654977
KEN,Kenya,Eastern Africa,1976,14096258,60.61,2070.0706268287654
KEN,Kenya,Eastern Africa,1977,14638887,61.01,2167.4918287845244
KEN,Kenya,Eastern Africa,1978,15205381,61.42,2265.2337873020083
KEN,Kenya,Eastern Africa,1979,15797771,61.78,2251.7406805681635
